File Name,Threshold,# Clu, Run Time (s), Singletons,Doubletons, W. Sim, Chao1, Shannon, Ace, avg Cluster size
60_Equal_137.fasta,0.6,1519,75.458,908.0,148.0,99.82596281250842,4282.6107382550335,5.1196653243784835,2327.1246831712347,8.07044107965767
60_Equal_137.fasta,0.62,1059,45.401,503.0,124.0,99.49209582867256,2069.024,4.785058511668213,1325.2941176470588,11.583635921699393
60_Equal_137.fasta,0.64,849,34.674,370.0,92.0,99.20940099788827,1583.032258064516,4.639319780403061,1027.1292984869326,14.452984259036159
60_Equal_137.fasta,0.66,710,29.01,260.0,85.0,98.55223644786251,1101.5116279069766,4.434550628996883,820.0447093889717,17.28655349895639
60_Equal_137.fasta,0.68,610,24.551,219.0,75.0,98.03859370005034,924.0921052631579,4.1880923590096,699.1603053435114,20.12505992376878
60_Equal_137.fasta,0.7000000000000001,518,19.891,179.0,57.0,97.3774094587299,792.6724137931035,4.042163122331075,587.6991150442478,23.704874633057468
60_Equal_137.fasta,0.7200000000000001,441,18.108,147.0,44.0,96.58829023882124,679.4666666666667,3.9208453562117853,495.7939189189189,27.851938491231426
60_Equal_137.fasta,0.7400000000000001,370,11.955,119.0,35.0,95.21787350791723,565.0277777777778,3.7230977894818094,413.0998668442077,33.20770794186819
60_Equal_137.fasta,0.7600000000000001,306,9.228,95.0,35.0,93.8097136605199,430.02777777777777,3.5079366185854575,339.80094043887146,40.17061342464663
60_Equal_137.fasta,0.7800000000000001,237,6.732,68.0,27.0,92.2687677497875,318.3571428571429,3.3485653476411765,262.5809523809524,51.895234655800195
60_Equal_137.fasta,0.8000000000000002,183,4.332,54.0,21.0,89.91288640868775,248.04545454545456,3.050577592402627,204.13761467889907,67.27265155549617
60_Equal_137.fasta,0.8200000000000002,133,4.107,37.0,15.0,87.98385678599814,174.625,2.9313636414927977,149.64021164021165,92.67874174101877
60_Equal_137.fasta,0.8400000000000002,94,2.581,24.0,10.0,84.66646287849304,119.0909090909091,2.6056331208883443,103.44516129032257,131.40083767809594
60_Equal_137.fasta,0.8600000000000002,55,1.766,14.0,2.0,79.87747145619997,85.33333333333333,2.161971203882248,61.32258064516129,225.28001523051083
60_Equal_137.fasta,0.8800000000000002,28,0.751,6.0,3.0,73.30984959384288,31.75,1.3456031235871488,30.081632653061224,445.86714340108966
60_Equal_137.fasta,0.9000000000000002,15,0.832,2.0,2.0,72.73803948182335,15.333333333333334,1.5288139639497018,15.636363636363637,846.991142893406
60_Equal_137.fasta,0.9200000000000003,9,0.437,1.0,0.0,66.56843136885584,9.0,0.5207897986979274,NaN,1456.2212380992673
60_Equal_137.fasta,0.9400000000000003,1,1.593,0.0,0.0,65.23549119018442,1.0,-0.0,NaN,13715.221238099268
60_Equal_137.fasta,0.9600000000000003,2,0.377,0.0,0.0,65.31688382341378,2.0,0.0441911091611167,NaN,12987.110619049634
60_Equal_137.fasta,0.9800000000000003,1,0.33,0.0,0.0,65.23549119017967,1.0,-0.0,NaN,25246.110619049636
60_Equal_137.fasta,1.0000000000000002,1,0.373,0.0,0.0,65.23549119018412,1.0,-0.0,NaN,37505.110619049636
