File Name,Threshold,# Clu, Run Time (s), Singletons,Doubletons, W. Sim, Chao1, Shannon, Ace, avg Cluster size
60_Equal_137.fasta,0.3,941,266.803,504.0,89.0,99.00152320118049,2349.4,4.526674179750961,1279.7997564166221,13.027630180658873
60_Equal_137.fasta,0.32,876,244.325,457.0,85.0,98.8382263995149,2087.5813953488373,4.512834529360289,1159.8879039381902,14.009163961393446
60_Equal_137.fasta,0.34,803,244.315,385.0,76.0,98.73977186531478,1763.0,4.463453468902814,1012.0540540540541,15.283946654995509
60_Equal_137.fasta,0.36000000000000004,770,231.413,364.0,77.0,98.52680128445921,1617.0,4.373506976835591,953.7223974763407,15.940628502149345
60_Equal_137.fasta,0.38000000000000006,663,181.653,285.0,70.0,98.06749400520434,1233.0,4.217016062588658,799.5839350180506,18.51423925867594
60_Equal_137.fasta,0.4000000000000001,625,192.733,250.0,64.0,98.30822917672543,1103.8461538461538,4.369114274199134,733.274647887324,19.64402278281388
60_Equal_137.fasta,0.4200000000000001,600,166.112,230.0,77.0,97.46338297964897,937.6282051282051,4.159106240890243,699.0737410071943,20.464406704638023
60_Equal_137.fasta,0.4400000000000001,587,163.848,240.0,64.0,97.63369360073776,1028.2307692307693,4.232758969429809,694.0769230769231,20.919019432205516
60_Equal_137.fasta,0.46000000000000013,541,147.422,209.0,58.0,97.29571837161843,909.406779661017,4.1550368904028785,630.7862281603288,22.69855641299853
60_Equal_137.fasta,0.48000000000000015,515,146.806,192.0,52.0,97.17705542308104,860.9622641509434,4.064509159032061,594.9488817891374,23.847958361966988
60_Equal_137.fasta,0.5000000000000001,507,137.393,173.0,57.0,97.01935461660824,763.5172413793103,3.9989225103733785,577.7558886509637,24.226524572706047
60_Equal_137.fasta,0.5200000000000001,464,127.157,155.0,48.0,96.29900610365372,707.5714285714286,3.9674270139878485,524.9054669703872,26.472470958130835
60_Equal_137.fasta,0.5400000000000001,444,116.229,153.0,53.0,96.28353268181078,659.3333333333334,3.903498225024467,504.5625,27.669983042698494
60_Equal_137.fasta,0.5600000000000002,416,100.715,135.0,52.0,95.79316568453427,586.6603773584906,3.794659868130359,467.6914498141264,29.53526438231418
60_Equal_137.fasta,0.5800000000000002,403,95.505,134.0,44.0,95.49638416393825,601.0222222222222,3.7952720546262007,457.8266296809986,30.49264333593626
60_Equal_137.fasta,0.6000000000000002,367,85.208,124.0,42.0,94.58149635706215,544.3488372093024,3.6484044192288314,416.8181818181818,33.4863559763922
60_Equal_137.fasta,0.6200000000000002,333,84.454,101.0,35.0,94.68587034035055,473.27777777777777,3.6877556441979102,370.25154320987656,36.91437344137055
60_Equal_137.fasta,0.6400000000000002,332,73.776,109.0,32.0,94.02791185834859,510.3636363636364,3.5838546603313017,372.64962406015036,37.03588666699208
60_Equal_137.fasta,0.6600000000000003,306,71.836,80.0,35.0,93.79134410937054,393.77777777777777,3.5434098626659942,333.8205128205128,40.18312381263723
60_Equal_137.fasta,0.6800000000000003,283,59.569,95.0,28.0,92.62776705816428,436.9655172413793,3.3814628669053226,319.4018691588785,43.4600110382072
60_Equal_137.fasta,0.7000000000000003,251,58.051,73.0,27.0,92.00467237146317,344.8571428571429,3.3141389824604546,277.50414937759336,49.01378490453469
