File Name,Threshold,# Clu, Run Time (s), Singletons,Doubletons, W. Sim, Chao1, Shannon, Ace, avg Cluster size
60_Equal_112R.fasta,0.6,2062,43.639,1454.0,223.0,99.598835253364,6777.763392857143,5.635939489912853,4513.823103571181,5.398642095053346
60_Equal_112R.fasta,0.62,1693,34.752,1099.0,210.0,99.10691217038624,4552.483412322275,5.362502481800619,3047.9300043435587,6.5784989025960146
60_Equal_112R.fasta,0.64,1419,23.92,858.0,194.0,98.72149318629673,3304.4,5.14572960863842,2239.751008735986,7.849597250812259
60_Equal_112R.fasta,0.66,1198,16.967,697.0,162.0,98.26936360964218,2686.073619631902,4.938038495418637,1771.880354809438,9.298705840776972
60_Equal_112R.fasta,0.68,1014,13.698,554.0,142.0,97.42781477138568,2085.195804195804,4.681624212648429,1400.81909160893,10.987474068876507
60_Equal_112R.fasta,0.7000000000000001,849,10.535,448.0,116.0,96.2017538590527,1704.7948717948718,4.413091005794751,1142.8156277436346,13.1248380142154
60_Equal_112R.fasta,0.7200000000000001,711,9.014,354.0,95.0,95.50971760040136,1361.84375,4.283081033787418,931.0345879959309,15.675281066124072
60_Equal_112R.fasta,0.7400000000000001,588,6.339,265.0,79.0,93.66534104759643,1025.25,4.063370701788273,733.6913716814158,18.958631430384564
60_Equal_112R.fasta,0.7600000000000001,507,5.537,225.0,66.0,92.01277276910183,883.1194029850747,3.8564886521987884,628.0645161290322,21.994001245424823
60_Equal_112R.fasta,0.7800000000000001,393,3.642,162.0,57.0,88.72208253031746,617.8448275862069,3.453254384362042,478.2491803278688,28.381664125306422
60_Equal_112R.fasta,0.8000000000000002,290,2.634,112.0,43.0,86.55626153371084,431.27272727272725,3.325262327221002,348.6046511627907,38.48407470388037
60_Equal_112R.fasta,0.8200000000000002,200,2.301,67.0,26.0,82.58991813407935,281.8888888888889,2.948828608379991,233.16611295681062,55.8524203735194
60_Equal_112R.fasta,0.8400000000000002,137,1.065,45.0,16.0,77.71572602454117,195.23529411764707,2.4682108234733207,158.0731707317073,81.66315635309138
60_Equal_112R.fasta,0.8600000000000002,88,0.604,29.0,9.0,73.62246056901284,128.6,1.9774829192657775,99.74683544303797,127.42799041310332
60_Equal_112R.fasta,0.8800000000000002,37,0.273,13.0,3.0,68.00894198367557,56.5,1.4297506684559824,43.63265306122449,304.30886460575954
60_Equal_112R.fasta,0.9000000000000002,18,0.176,5.0,1.0,65.32575552357603,23.0,0.5056458392707952,20.115384615384613,635.3504924780977
60_Equal_112R.fasta,0.9200000000000003,8,0.298,2.0,0.0,63.45875386190938,9.0,0.16223614699361522,8.625,1470.9188115597622
60_Equal_112R.fasta,0.9400000000000003,4,0.134,0.0,1.0,63.57169566686903,4.0,0.1368553294923765,4.0,3150.7297028899407
60_Equal_112R.fasta,0.9600000000000003,2,0.135,0.0,0.0,63.24767987088179,2.0,0.043953027447920436,NaN,7141.364851444971
60_Equal_112R.fasta,0.9800000000000003,1,0.134,0.0,0.0,63.10018910961735,1.0,-0.0,NaN,18273.36485144497
60_Equal_112R.fasta,1.0000000000000002,1,0.151,0.0,0.0,63.100189109624885,1.0,-0.0,NaN,29405.36485144497
