File Name,Threshold,# Clu, Run Time (s), Singletons,Doubletons, W. Sim, Chao1, Shannon, Ace, avg Cluster size
43_clusters.fa,0.6,336,23.987,149.0,44.0,0.0,581.0222222222222,2.440446304311221,416.0982658959538,749.3928571428571
43_clusters.fa,0.62,133,21.651,54.0,12.0,0.0,243.0769230769231,2.300720734322902,159.47058823529414,1898.8375402792694
43_clusters.fa,0.64,62,19.337,23.0,5.0,0.0,104.16666666666666,2.284555446348564,71.75757575757575,4091.852218391601
43_clusters.fa,0.66,37,18.03,8.0,2.0,0.0,46.333333333333336,2.2727895224391776,40.09090909090909,6915.887897794368
43_clusters.fa,0.68,32,19.98,7.0,2.0,0.0,39.0,2.2600451225207228,35.0,8084.746496806074
43_clusters.fa,0.7000000000000001,26,19.521,6.0,1.0,0.0,33.5,2.246197941679993,28.444444444444443,9995.413326800233
43_clusters.fa,0.7200000000000001,23,20.312,6.0,0.0,0.0,38.0,2.214906790566492,32.38322580645161,11382.235362034791
43_clusters.fa,0.7400000000000001,20,20.818,4.0,0.0,0.0,26.0,2.1918088907744444,28.244897959183675,13158.911768101738
43_clusters.fa,0.7600000000000001,17,18.295,2.0,0.0,0.0,18.0,2.1137784108733673,18.159663865546218,15585.583045182455
43_clusters.fa,0.7800000000000001,17,15.109,2.0,0.0,0.0,18.0,1.8892093134083376,18.2,15728.328414422498
43_clusters.fa,0.8000000000000002,15,11.826,1.0,0.0,0.0,15.0,1.4815203382003528,15.1875,17834.955227628165
43_clusters.fa,0.8200000000000002,12,10.857,0.0,0.0,0.0,12.0,1.1055898777600452,NaN,22469.246268969015
43_clusters.fa,0.8400000000000002,11,10.193,1.0,0.0,0.0,11.0,0.7080596686062001,11.5,24933.20420626991
43_clusters.fa,0.8600000000000002,6,11.002,0.0,0.0,0.0,6.0,0.2567082030662819,6.0,46121.534034378325
43_clusters.fa,0.8800000000000002,5,11.071,0.0,0.0,0.0,5.0,0.01101069814830677,5.0,59583.50680687566
43_clusters.fa,0.9000000000000002,2,11.058,0.0,0.0,0.0,2.0,0.008322511050936983,NaN,155689.75340343782
43_clusters.fa,0.9200000000000003,2,10.866,1.0,0.0,0.0,2.0,5.336213652757887E-5,NaN,203742.8767017189
43_clusters.fa,0.9400000000000003,1,11.075,0.0,0.0,0.0,1.0,-0.0,NaN,455538.8767017189
43_clusters.fa,0.9600000000000003,1,11.032,0.0,0.0,0.0,1.0,-0.0,NaN,707334.8767017189
43_clusters.fa,0.9800000000000003,1,11.437,0.0,0.0,0.0,1.0,-0.0,NaN,959130.8767017189
43_clusters.fa,1.0000000000000002,1,10.999,0.0,0.0,0.0,1.0,-0.0,NaN,1210926.876701719
